ID,CustomerName,CustomerType,DateStarted,Duration,gender,Age,Salary,ReviewDuration,RelatedDuration,Purchased
11720,Meriel Grand,1,2018-03-09 10:56:00,179.06,Female,66,26,,64,0
11721,"Whyteman,Stanton ",3,2018-03-09 18:03:00,687.12,Male,22,92,,,0
11722,Gabriella Goodship,4,2018-03-09 17:38:00,759.51,Female,22,124,,,0
11723,"McMylor,Randolph ",1,2018-03-09 16:45:00,510.19,Male,53,115,,,0
11724,Annalise Croft,4,2018-03-09 18:53:00,634.13,Female,46,99,,,0
11725,"Wymer,Nestor ",1,2018-03-09 10:01:00,813.35,Male,20,36,51,72,1
11726,Florie Godain,3,2018-03-09 20:28:00,218.62,Female,36,164,50,49,0
11727,Fallon Burrell,3,2018-03-09 19:37:00,520.52,Female,33,18,,,0
11728,"Glencrosche,Corbet ",1,2018-03-09 18:08:00,895.82,Male,58,69,,,0
11729,"Hilbourne,Gilburt ",3,2018-03-09 17:55:00,226.81,Male,23,10,60,24,0
11730,Caprice Heisler,3,2018-03-09 06:02:00,749.78,Female,67,148,,97,1
11731,"Ivashnikov,Haley ",4,2018-03-09 05:19:00,267.94,Male,44,158,80,59,0
11732,Blinny Rosenberg,2,2018-03-09 11:38:00,89.48,Female,38,184,63,,0
11733,"Fratczak,Gabbie ",3,2018-03-09 16:46:00,60.37,Male,50,55,80,,0
11734,"Klemke,Duffie ",1,2018-03-09 19:58:00,730.07,Male,74,71,,,1
11735,"End,Sky ",3,2018-03-09 11:17:00,562.87,Male,47,100,9,,1
11736,"McTurlough,Richie ",4,2018-03-09 04:57:00,329.47,Male,35,75,77,,0
11737,Dorry Chadburn,2,2018-03-09 00:53:00,645.26,Female,24,90,,,0
11738,Frayda Croisdall,2,2018-03-09 07:22:00,560.87,Female,75,106,23,79,1
11739,"Draye,Tulley ",2,2018-03-09 22:35:00,361.94,Male,49,69,26,16,1
11740,Julienne Ofield,2,2018-03-09 00:26:00,135.13,Female,46,155,12,,0
11741,"Trimbey,Tony ",1,2018-03-09 09:53:00,107.34,Male,58,135,42,26,1
11742,Dorella Casazza,2,2018-03-09 15:43:00,478.93,Female,32,61,10,58,0
11743,Marlee Sobtka,2,2018-03-09 12:48:00,114.87,Female,69,76,,,0
11744,Koressa Petrashkov,3,2018-03-09 03:11:00,854.04,Female,69,189,,,1
11745,"Stiggers,Byrle ",2,2018-03-09 15:27:00,103.65,Male,55,173,74,,0
11746,"Glencross,Lonny ",4,2018-03-09 22:23:00,144.53,Male,28,97,20,,0
11747,"McElvogue,Chase ",1,2018-03-09 02:46:00,156.61,Male,75,179,,,0
11748,"Mithun,Mack ",4,2018-03-09 09:02:00,188.96,Male,77,46,,82,0
11749,Diandra Gley,1,2018-03-09 06:42:00,299.47,Female,65,31,,,0
11750,"Balden,Ruprecht ",1,2018-03-09 11:04:00,206.05,Male,72,111,14,66,0
11751,Tallia Kegan,3,2018-03-09 02:25:00,692.7,Female,63,108,20,,0
11752,"Domnin,Padraig ",4,2018-03-09 14:37:00,348.12,Male,44,131,98,58,0
11753,"Wardell,Elwyn ",3,2018-03-09 10:55:00,609.67,Male,45,112,,,1
11754,Amata Mullarkey,3,2018-03-09 20:25:00,382.17,Female,54,129,78,,1
11755,Davita Stanwix,2,2018-03-09 16:31:00,250.76,Female,51,32,72,,0
11756,Brandea Bosdet,1,2018-03-09 20:38:00,295.09,Female,43,174,21,,0
11757,"Kondratowicz,Chevalier ",1,2018-03-09 06:32:00,827.22,Male,78,133,,38,0
11758,"Arpe,Thedric ",4,2018-03-09 23:10:00,247.79,Male,26,12,26,,0
11759,"O'Conor,Hussein ",1,2018-03-09 20:34:00,851.46,Male,53,102,38,48,0
11760,Annabell Berrick,4,2018-03-09 09:59:00,876.32,Female,72,199,76,,0
11761,Charin Cawse,4,2018-03-09 23:41:00,786.72,Female,59,67,47,57,0
11762,"Slad,Kory ",3,2018-03-09 08:56:00,16.82,Male,56,198,40,,1
11763,Bianka Brastead,4,2018-03-09 03:56:00,797.99,Female,51,115,,91,1
11764,"Folkerd,Merrick ",2,2018-03-09 09:25:00,754.58,Male,48,80,39,29,1
11765,"Chrisp,Peter ",3,2018-03-09 09:18:00,134.95,Male,41,136,,63,0
11766,"Bush,Bryon ",2,2018-03-09 14:24:00,843.76,Male,53,164,,,0
11767,Nelly Haucke,3,2018-03-09 21:39:00,461.1,Female,17,64,71,,0
11768,"Inott,Lodovico ",4,2018-03-09 14:54:00,848.91,Male,37,114,57,91,0
11769,"Iddon,Timothee ",1,2018-03-09 11:45:00,405.86,Male,67,154,,40,0
11770,Ayn Dorbin,3,2018-03-09 03:28:00,418.07,Female,37,150,31,,1
11771,"Beange,Valentin ",1,2018-03-09 12:12:00,195.14,Male,22,70,,15,0
11772,"Carletto,Franzen ",1,2018-03-09 02:08:00,646.75,Male,17,155,42,77,0
11773,"Flear,Abbott ",3,2018-03-09 16:07:00,851.89,Male,32,81,,94,0
11774,"Ouldcott,Elihu ",4,2018-03-09 05:22:00,338.15,Male,26,55,30,81,0
11775,Sharity Ridpath,4,2018-03-09 08:40:00,193.99,Female,59,93,,,0
11776,Anna Scrinage,2,2018-03-09 17:12:00,423.98,Female,62,48,,,1
11777,"Fendt,Damiano ",3,2018-03-09 21:08:00,24.85,Male,21,78,,,0
11778,Karyl Parmeter,2,2018-03-09 15:46:00,876.63,Female,28,170,,31,0
11779,"Dron,Sigismundo ",2,2018-03-09 15:57:00,88,Male,63,98,,47,0
11780,Jeanette Rayman,4,2018-03-09 01:45:00,827.9,Female,17,139,80,,0
11781,Francene Chalfain,2,2018-03-09 07:31:00,378.2,Female,58,190,67,,0
11782,Crystie Barck,2,2018-03-09 03:29:00,706.03,Female,57,86,79,,0
11783,Jesse Reimer,3,2018-03-09 02:50:00,614.95,Female,76,60,63,,0
11784,Amalie Lukovic,4,2018-03-09 11:43:00,533.71,Female,79,30,,92,1
11785,"Craney,Clevey ",1,2018-03-09 19:32:00,59.11,Male,62,41,,,1
11786,Clemmie Rudwell,4,2018-03-09 20:56:00,779.11,Female,65,99,14,73,0
11787,"Roches,Bordy ",4,2018-03-09 00:19:00,354.11,Male,68,140,69,,0
11788,Susanna McCrorie,4,2018-03-09 05:33:00,592.31,Female,40,54,66,52,0
11789,Jill Crumly,1,2018-03-09 01:42:00,645.39,Female,58,116,,,0
11790,Birgit Ber,3,2018-03-09 14:13:00,687.91,Female,77,65,,,0
11791,Marsha Kroon,4,2018-03-09 08:53:00,601.96,Female,35,121,99,,0
11792,"Wynch,Woody ",2,2018-03-09 10:57:00,731.42,Male,58,91,98,46,0
11793,"Jacobsohn,Mordecai ",1,2018-03-09 17:12:00,650.81,Male,47,164,,38,0
11794,"Capell,Cozmo ",4,2018-03-09 12:00:00,744.44,Male,36,44,96,,1
11795,"Vincent,Reinaldos ",1,2018-03-09 04:40:00,617.24,Male,72,154,84,,0
11796,Starr Howells,4,2018-03-09 13:24:00,278.95,Female,30,116,56,80,0
11797,"Dent,Manfred ",4,2018-03-09 14:40:00,400.65,Male,27,196,,39,1
11798,Eloise O'Day,1,2018-03-09 23:19:00,101.77,Female,56,196,85,13,1
11799,Nissie Rayne,3,2018-03-09 03:36:00,480.04,Female,77,17,83,87,0
11800,Kathe Loughman,4,2018-03-09 02:33:00,309.26,Female,70,187,,66,1
11801,"Windus,Tobias ",1,2018-03-09 18:55:00,333.77,Male,77,18,95,54,0
11802,Sharon Evins,4,2018-03-09 21:59:00,13.81,Female,59,41,28,,0
11803,Aubine Gamblin,2,2018-03-09 19:54:00,475.88,Female,71,76,75,,0
11804,Minnaminnie Silcocks,3,2018-03-09 09:56:00,688.08,Female,30,173,79,,1
11805,"De Blasiis,Trace ",1,2018-03-09 02:11:00,680.07,Male,18,134,,,0
11806,Juliana Cunnow,4,2018-03-09 14:31:00,761.56,Female,44,149,,,1
11807,Jackelyn Commings,1,2018-03-09 02:01:00,363.16,Female,71,117,,,1
11808,Greer Greenroa,2,2018-03-09 03:01:00,222.06,Female,61,33,,,0
11809,"Dellenbach,Feodor ",4,2018-03-09 01:39:00,490.21,Male,49,115,56,,1
11810,Eilis Antonognoli,2,2018-03-09 10:45:00,108.7,Female,24,57,88,,1
11811,Emily O'Shesnan,1,2018-03-09 21:03:00,453.52,Female,69,21,,21,0
11812,"Seares,Merwin ",3,2018-03-09 09:32:00,159.58,Male,29,169,,,1
11813,"Sawood,Reinold ",2,2018-03-09 04:56:00,772.96,Male,49,199,41,,1
11814,Molli Bloys,1,2018-03-09 10:35:00,459.09,Female,54,184,,,0
11815,Honey Edmett,2,2018-03-09 17:06:00,50.7,Female,54,85,26,,1
11816,Emmeline Dibsdale,2,2018-03-09 22:28:00,240.27,Female,62,67,72,,1
11817,Mirabelle Defraine,4,2018-03-09 20:48:00,677.18,Female,79,56,70,,0
11818,"Glaum,Alexis ",1,2018-03-09 06:06:00,609.9,Male,35,156,10,74,0
11819,"Waterman,Byrann ",3,2018-03-09 22:40:00,834.77,Male,60,187,,,0
11820,"Sooley,Dannel ",3,2018-03-09 23:22:00,807.75,Male,48,160,29,,0
11821,Florentia Anand,4,2018-03-09 07:44:00,523.29,Female,63,187,80,18,1
11822,"Cotterill,Verge ",1,2018-03-09 15:55:00,574.82,Male,21,130,43,,0
11823,"Hulburt,Ced ",1,2018-03-09 06:09:00,447.59,Male,46,152,31,43,0
11824,Athene Knell,4,2018-03-09 06:50:00,748.31,Female,23,138,36,,0
11825,Barbie Quant,4,2018-03-09 00:17:00,431.8,Female,67,198,,52,0
11826,Yetta Rowler,3,2018-03-09 20:36:00,654.57,Female,18,10,,,1
11827,Rae Butterfill,3,2018-03-09 23:54:00,550.85,Female,50,124,26,14,0
11828,Katinka Gamett,2,2018-03-09 15:39:00,794.05,Female,62,120,30,83,0
11829,"Yitzovicz,Guido ",2,2018-03-09 21:51:00,144.71,Male,68,161,,95,0
11830,"Jouhan,Eugene ",3,2018-03-09 22:16:00,180.7,Male,28,101,47,,0
11831,Yovonnda Dorman,2,2018-03-09 02:34:00,39.67,Female,38,140,12,,0
11832,"Waddams,Holmes ",4,2018-03-09 02:46:00,629.11,Male,39,104,,,0
11833,Candi Bennion,3,2018-03-09 09:49:00,680.07,Female,79,18,,69,1
11834,Caryn Curlis,3,2018-03-09 08:50:00,597.87,Female,76,187,,,0
11835,Shirlene Koschke,3,2018-03-09 21:59:00,109.47,Female,42,49,18,76,0
11836,"Huton,Ade ",2,2018-03-09 03:30:00,626.06,Male,70,79,33,,0
11837,Marna McKeveney,1,2018-03-09 12:49:00,277.48,Female,47,101,68,65,0
11838,"Brammer,Gustavus ",2,2018-03-09 04:21:00,575.7,Male,74,75,60,67,1
11839,"Blease,Loy ",1,2018-03-09 16:29:00,715.16,Male,34,150,18,,1
11840,Merrill Joy,1,2018-03-09 11:40:00,404.49,Female,76,75,17,,0
11841,Mary Squirrell,4,2018-03-09 12:04:00,147.74,Female,42,63,63,21,0
11842,Carma Berzins,1,2018-03-09 15:55:00,579.42,Female,25,65,52,54,0
11843,Belva Jouanet,3,2018-03-09 07:42:00,243.86,Female,22,150,83,88,0
11844,"O'Fielly,Tannie ",4,2018-03-09 05:33:00,507.6,Male,17,189,,42,0
11845,Cortney Plitz,2,2018-03-09 12:57:00,575.9,Female,56,67,29,64,0
11846,"Fletcher,Stavro ",4,2018-03-09 07:29:00,406.71,Male,52,135,,,1
11847,Juliane Grigson,4,2018-03-09 19:21:00,500.75,Female,62,31,,,0
11848,"Forge,Hillel ",2,2018-03-09 00:06:00,515.49,Male,71,36,,,0
11849,Kit Oxbie,4,2018-03-09 12:08:00,580.28,Female,73,140,,,0
11850,"Dickins,Russell ",4,2018-03-09 22:00:00,497.17,Male,52,197,,22,1
11851,Madelena Peaple,4,2018-03-09 07:31:00,667.76,Female,52,10,98,,1
11852,"Pilmore,Jake ",1,2018-03-09 22:12:00,653.71,Male,66,144,,,0
11853,Karen Colson,3,2018-03-09 18:44:00,50.24,Female,74,136,,37,0
11854,Henriette Echalier,2,2018-03-09 11:54:00,804.25,Female,23,13,,70,0
11855,"Elverston,Kennett ",4,2018-03-09 11:12:00,21.99,Male,67,59,96,66,0
11856,"Mergue,Pearce ",1,2018-03-09 23:28:00,109.04,Male,62,135,98,,1
11857,Mathilda Molyneux,4,2018-03-09 06:45:00,408.68,Female,66,44,,,0
11858,Angelita Rusling,4,2018-03-09 23:22:00,226.23,Female,70,117,56,,0
11859,"O'Mara,Olly ",1,2018-03-09 07:32:00,520.21,Male,61,176,69,71,0
11860,Joelly Brumble,2,2018-03-09 02:12:00,679.92,Female,26,159,83,74,1
11861,"Adam,Cheston ",1,2018-03-09 23:39:00,511.99,Male,76,55,,,0
11862,Natka Wollacott,2,2018-03-09 12:38:00,219.42,Female,18,13,39,,1
11863,"Belbin,Brit ",1,2018-03-09 01:23:00,139.72,Male,59,180,,,0
11864,"Chadbourn,Axe ",2,2018-03-09 04:46:00,175.59,Male,44,200,33,,0
11865,Lexine Moakes,2,2018-03-09 03:43:00,750.79,Female,31,37,30,,1
11866,Janella Lapthorn,1,2018-03-09 18:49:00,398.19,Female,27,111,73,59,0
11867,Kettie Guillou,1,2018-03-09 17:23:00,699.29,Female,67,49,51,,0
11868,"Cowles,Harwell ",4,2018-03-09 06:05:00,161.95,Male,55,192,,64,1
11869,"Gavey,Cornie ",1,2018-03-09 20:45:00,382.71,Male,34,119,,,0
11870,"Beauman,Pierre ",3,2018-03-09 00:40:00,133.09,Male,29,97,6,,0
11871,"Kovelmann,Jone ",4,2018-03-09 08:33:00,313.65,Male,35,56,,38,0
11872,"Rupert,Carlyle ",2,2018-03-09 14:13:00,859.59,Male,30,131,,,1
11873,"Filippucci,Maury ",1,2018-03-09 11:33:00,159.66,Male,28,148,67,,1
11874,"Rosthorn,Jamaal ",2,2018-03-09 15:09:00,879.16,Male,50,87,,,1
11875,"Lagadu,Bowie ",4,2018-03-09 13:15:00,459.87,Male,65,164,,,0
11876,"Philpotts,Lamond ",3,2018-03-09 08:24:00,370,Male,50,82,45,13,1
11877,"Ferens,Krispin ",3,2018-03-09 11:30:00,361.89,Male,29,107,,85,0
11878,"Kingescot,Jules ",3,2018-03-09 11:38:00,246.97,Male,60,32,80,,0
11879,Lark Plumridge,1,2018-03-09 15:32:00,447.32,Female,58,28,34,,1
11880,"Spellacy,Guthrey ",1,2018-03-09 14:39:00,691.35,Male,31,123,60,,0
11881,Emelda Sully,4,2018-03-09 08:17:00,800.14,Female,52,137,79,,0
11882,"Langstone,Bradney ",1,2018-03-09 21:02:00,359.46,Male,36,171,,,1
11883,"Harrold,Esdras ",2,2018-03-09 14:38:00,757.73,Male,74,25,95,,1
11884,"Bubeer,Judd ",1,2018-03-09 11:40:00,364.68,Male,60,53,100,,0
11885,"Daniau,Berty ",1,2018-03-09 23:56:00,300.11,Male,56,44,,,0
11886,"Tenbrug,Nichole ",3,2018-03-09 09:28:00,836.03,Male,42,113,96,5,0
11887,Winifred Royl,4,2018-03-09 00:12:00,490.49,Female,29,193,30,,0
11888,"Pardey,Dru ",3,2018-03-09 19:47:00,58.3,Male,25,127,50,23,1
11889,Jorey Paolacci,4,2018-03-09 08:25:00,632.64,Female,49,116,,15,0
11890,"Foystone,Galven ",4,2018-03-09 03:24:00,408.87,Male,20,59,,69,0
11891,Nelli Staining,3,2018-03-09 02:15:00,556.2,Female,79,132,88,,0
11892,"Philipart,Dieter ",1,2018-03-09 00:29:00,265.02,Male,41,115,20,50,0
11893,Zarah Hansard,4,2018-03-09 07:50:00,308,Female,19,161,,,0
11894,"Jahncke,Jervis ",2,2018-03-09 15:33:00,728.8,Male,37,151,45,31,0
11895,"Daniely,Ricky ",1,2018-03-09 22:42:00,551.59,Male,78,132,,11,1
11896,Lavinia Benaine,3,2018-03-09 16:22:00,449.34,Female,22,106,90,,0
11897,Dix Roja,4,2018-03-09 06:58:00,282.55,Female,59,25,35,13,0
11898,"Willars,Huberto ",1,2018-03-09 18:47:00,411.58,Male,40,194,,,1
11899,Krista Basilone,2,2018-03-09 03:55:00,685.24,Female,39,177,,,0
11900,"Velasquez,Eliot ",1,2018-03-09 06:18:00,278.74,Male,43,49,,,0
11901,"Jorck,Baxter ",2,2018-03-09 23:34:00,225.3,Male,50,78,9,,0
11902,"Londors,Thaine ",3,2018-03-09 23:20:00,331.99,Male,28,156,,92,1
11903,Patty Shoreson,4,2018-03-09 03:11:00,72.12,Female,30,135,38,,1
11904,Kiersten Toope,2,2018-03-09 03:35:00,402.9,Female,68,27,,,0
11905,"Borrett,Grove ",1,2018-03-09 10:16:00,97.77,Male,57,18,72,,0
11906,"Fery,Osbourne ",3,2018-03-09 17:50:00,538.52,Male,72,86,10,,1
11907,Aeriell Kemmer,3,2018-03-09 01:28:00,231.1,Female,54,12,64,,0
11908,"Tubbs,Quincey ",2,2018-03-09 20:06:00,527.67,Male,31,104,97,49,0
11909,Laureen Wix,1,2018-03-09 09:17:00,78.61,Female,43,163,,,0
11910,Merle Tie,1,2018-03-09 05:32:00,516.02,Female,22,78,,,1
11911,"Yoodall,Ebenezer ",1,2018-03-09 16:01:00,93.35,Male,72,56,11,,0
11912,Callida Bayford,2,2018-03-09 13:13:00,50.3,Female,35,88,47,,0
11913,"Eccott,Patrizius ",3,2018-03-09 08:29:00,356.51,Male,55,69,,,1
11914,Hinda Gawkroge,4,2018-03-09 06:21:00,858.4,Female,65,187,,63,0
11915,"O'Loinn,Erin ",2,2018-03-09 23:15:00,600.63,Male,33,15,21,,1
11916,Rene Ruslin,4,2018-03-09 08:53:00,665.45,Female,21,76,96,17,0
11917,Sean Kores,3,2018-03-09 16:24:00,408.53,Female,60,10,,,0
11918,"Widdowfield,Shadow ",2,2018-03-09 20:57:00,418.22,Male,61,98,38,,0
11919,Lauretta Catley,2,2018-03-09 07:09:00,94.85,Female,51,101,7,46,0
11920,Murial Voice,3,2018-03-09 16:49:00,297.78,Female,58,78,,,0
11921,Shoshanna Tyre,4,2018-03-09 09:39:00,363.77,Female,63,24,,,1
11922,Mariele Oager,3,2018-03-09 00:43:00,253.45,Female,33,89,7,,1
11923,"Tuting,Keelby ",3,2018-03-09 17:27:00,561.78,Male,17,198,11,,0
11924,Elianora Laslett,1,2018-03-09 13:08:00,700.64,Female,37,126,,42,1
11925,Hali Cuell,1,2018-03-09 03:27:00,143.32,Female,72,30,22,,0
11926,Leonore Pounsett,4,2018-03-09 05:24:00,270.2,Female,62,128,99,52,1
11927,Lanna Melior,1,2018-03-09 10:19:00,352.29,Female,22,116,,,0
11928,"Isbell,Ingar ",1,2018-03-09 08:35:00,655.58,Male,28,200,90,45,0
11929,"Saunder,Kellen ",2,2018-03-09 23:02:00,425.77,Male,57,150,,,0
11930,"Bearsmore,Bentlee ",1,2018-03-09 20:30:00,19.03,Male,61,144,,93,0
11931,"Schorah,Cirilo ",1,2018-03-09 16:24:00,385.64,Male,64,144,32,,0
11932,"Abthorpe,Raimundo ",1,2018-03-09 16:48:00,309.62,Male,38,19,,,1
11933,"Ismail,Samuele ",3,2018-03-09 11:30:00,764.86,Male,53,22,,59,1
11934,"Godby,Gaven ",1,2018-03-09 12:26:00,683.12,Male,75,20,,23,0
11935,Reeva Olivas,4,2018-03-09 23:26:00,608.72,Female,29,87,,,0
11936,"Froment,Bennett ",2,2018-03-09 06:06:00,386.86,Male,47,134,87,,0
11937,"Roylance,Filip ",3,2018-03-09 12:06:00,787.72,Male,67,16,73,,0
11938,Lurlene Petti,2,2018-03-09 01:07:00,516.5,Female,68,32,,,0
11939,"Martinets,Orren ",2,2018-03-09 10:01:00,735.63,Male,57,10,,,0
11940,Martita McRill,1,2018-03-09 10:45:00,722.95,Female,66,189,25,,0
11941,Blakeley Topley,3,2018-03-09 04:53:00,531.62,Female,33,192,66,,1
11942,Cristina Atterley,4,2018-03-09 20:53:00,397.55,Female,61,93,45,81,0
11943,Lynelle Cromett,1,2018-03-09 10:20:00,715.06,Female,64,47,48,,1
11944,"Woolfitt,Sigismond ",4,2018-03-09 13:08:00,609.7,Male,29,85,18,,0
11945,Karrah Butt,3,2018-03-09 01:26:00,225.69,Female,25,24,90,,1
11946,"Ellum,Alwin ",4,2018-03-09 01:07:00,675.83,Male,68,145,,,1
11947,Berrie Stollwerk,1,2018-03-09 09:15:00,591.36,Female,39,12,49,62,0
11948,"Comins,Kennie ",3,2018-03-09 13:33:00,213.33,Male,35,176,,12,0
11949,Aile Haggleton,3,2018-03-09 00:42:00,540.11,Female,72,174,84,,0
11950,"McClenaghan,Ellsworth ",3,2018-03-09 00:58:00,580.05,Male,31,96,66,,0
11951,Teena McGreay,4,2018-03-09 21:30:00,304.19,Female,72,147,100,,1
11952,"Regis,Tan ",1,2018-03-09 15:27:00,428.99,Male,69,148,66,77,1
11953,Oralie Chiechio,3,2018-03-09 12:52:00,134.99,Female,20,189,99,,1
11954,Laurie Tallon,4,2018-03-09 21:19:00,64.55,Female,70,154,32,,0
11955,"Halbert,Sandro ",3,2018-03-09 13:24:00,245.21,Male,47,118,61,,0
11956,Petronille Coverdill,2,2018-03-09 01:39:00,376.39,Female,57,168,47,,0
11957,Merlina Mandy,3,2018-03-09 13:54:00,386.27,Female,22,150,46,,0
11958,Teodora Pogue,3,2018-03-09 22:21:00,392.68,Female,53,148,,16,0
11959,Erinn Finicj,3,2018-03-09 22:11:00,122.05,Female,44,118,,88,1
11960,Kissee Blinder,4,2018-03-09 15:05:00,846.09,Female,53,65,65,,0
11961,"Simione,Gideon ",1,2018-03-09 18:40:00,397.4,Male,27,32,,25,0
11962,"Firks,Jock ",3,2018-03-09 12:11:00,193.75,Male,78,55,55,77,0
11963,"MacMaykin,Kennett ",2,2018-03-09 09:28:00,448.86,Male,71,119,,,0
11964,Ailina Simeonov,1,2018-03-09 16:24:00,429.07,Female,58,84,11,,0
11965,"Duval,Norby ",2,2018-03-09 06:05:00,151.35,Male,50,134,,,0
11966,Trix Colson,4,2018-03-09 07:37:00,696.85,Female,51,126,95,13,0
11967,"Cheeld,Anatollo ",1,2018-03-09 10:00:00,589.32,Male,71,175,45,,1
11968,"Meins,Feodor ",3,2018-03-09 03:22:00,723.1,Male,48,112,92,,1
11969,"Barnhill,Kennedy ",2,2018-03-09 07:49:00,782.41,Male,28,51,44,52,0
11970,"Cambling,Putnam ",3,2018-03-09 07:03:00,291.41,Male,30,178,10,72,1
11971,Ibbie Deare,1,2018-03-09 23:01:00,281.27,Female,21,49,90,,1
11972,"Renshall,Keefer ",2,2018-03-09 04:55:00,604.58,Male,50,183,48,,1
11973,Sallyann Bracco,4,2018-03-09 14:52:00,791.32,Female,63,62,15,,0
11974,"Raggett,Cross ",2,2018-03-09 13:53:00,265.09,Male,32,109,55,11,0
11975,Romonda Exley,4,2018-03-09 11:48:00,775.35,Female,19,31,,97,1
11976,"Sineath,Nichole ",3,2018-03-09 00:31:00,227.72,Male,20,176,32,,0
11977,Dyanne Sapson,1,2018-03-09 05:05:00,550.5,Female,66,106,19,92,0
11978,Cyb Tobias,4,2018-03-09 22:13:00,69.51,Female,57,61,,,0
11979,Lou Kordovani,3,2018-03-09 15:18:00,674.91,Female,79,55,,,0
11980,Hannis Maden,4,2018-03-09 08:27:00,471.72,Female,27,17,,73,0
11981,"Hannigane,Moses ",1,2018-03-09 19:32:00,843.31,Male,34,184,40,39,1
11982,Ki Vigne,2,2018-03-09 08:30:00,819.73,Female,35,33,87,,0
11983,Dyann Fisbey,3,2018-03-09 07:12:00,564.17,Female,26,121,,,0
11984,Ada Yarmouth,4,2018-03-09 07:25:00,895.42,Female,61,81,32,44,1
11985,"Petrol,Maynord ",2,2018-03-09 13:17:00,487.74,Male,62,131,46,,1
11986,Gerti Stean,2,2018-03-09 14:55:00,261.43,Female,59,52,59,89,0
11987,Torrie Marquot,1,2018-03-09 00:27:00,748.72,Female,40,113,13,73,1
11988,"Caban,Ernest ",2,2018-03-09 18:24:00,456.6,Male,37,128,,,0
11989,Agnesse Clemits,1,2018-03-09 04:54:00,189.58,Female,18,153,,,0
11990,"Cowerd,Huberto ",1,2018-03-09 10:20:00,633.3,Male,68,42,,28,0
11991,"Nurse,Tally ",3,2018-03-09 11:52:00,572.84,Male,64,167,23,,0
11992,Bernita Slinn,1,2018-03-09 06:16:00,227.64,Female,60,70,,,1
11993,Neysa Weson,2,2018-03-09 00:36:00,511.05,Female,45,173,68,,0
11994,Luella Reagan,3,2018-03-09 15:41:00,835.5,Female,47,140,20,,0
11995,Shelli Cull,1,2018-03-09 04:02:00,443.66,Female,56,89,53,,0
11996,"McMaster,Gino ",1,2018-03-09 05:57:00,373.2,Male,62,25,,,0
11997,Merrill Linton,1,2018-03-09 17:28:00,211.93,Female,60,140,,82,0
11998,"Fealy,Kerk ",2,2018-03-09 06:01:00,30.43,Male,64,58,,,1
11999,Carmencita Livezley,3,2018-03-09 17:52:00,33.82,Female,23,111,,,1
12000,Gerianne Giacomuzzi,2,2018-03-09 07:21:00,806.02,Female,65,49,20,10,0
12001,Lindsey Lundbech,2,2018-03-09 14:53:00,495.11,Female,26,141,,36,1
12002,"Dimic,Sterne ",3,2018-03-09 07:05:00,533.28,Male,43,187,50,,0
12003,"Crisford,Corbie ",4,2018-03-09 22:31:00,255.42,Male,33,165,33,,0
12004,Deanne La Rosa,1,2018-03-09 14:01:00,411.04,Female,63,157,44,66,0
12005,"Elsey,Niall ",2,2018-03-09 07:37:00,102.58,Male,61,45,,,0
12006,"Bernadot,Cletis ",4,2018-03-09 11:31:00,387.12,Male,40,82,96,,1
12007,Madeleine Poller,2,2018-03-09 05:07:00,468.26,Female,64,189,76,51,1
12008,Sorcha Elnough,2,2018-03-09 12:05:00,789.8,Female,23,153,40,,0
12009,"Twell,Donny ",1,2018-03-09 20:26:00,377.57,Male,50,141,,23,0
12010,"Dumbrell,Conny ",1,2018-03-09 09:36:00,325.27,Male,55,74,19,21,0
12011,"Wellstead,Egan ",1,2018-03-09 17:38:00,328.58,Male,37,137,12,,0
12012,"Donaldson,Sullivan ",4,2018-03-09 09:44:00,433.29,Male,68,166,,6,0
12013,Chicky MacLoughlin,2,2018-03-09 22:31:00,517.07,Female,20,180,,51,0
12014,Cherilyn Elwyn,3,2018-03-09 15:43:00,482.71,Female,20,89,,57,0
12015,"Caville,Tam ",1,2018-03-09 00:36:00,260.65,Male,33,92,,68,0
12016,"Germain,Jarad ",4,2018-03-09 14:45:00,223.44,Male,69,194,,99,0
12017,Tabbitha Emson,1,2018-03-09 00:44:00,288.73,Female,37,28,,,0
12018,"Gerrans,Chico ",4,2018-03-09 18:56:00,318,Male,57,188,,,1
12019,"Dubbin,Wilt ",2,2018-03-09 06:55:00,255.39,Male,62,50,34,99,1
12020,"Alyonov,Tobie ",4,2018-03-09 08:26:00,767.14,Male,37,125,13,,0
12021,"MacCallister,Doy ",2,2018-03-09 08:59:00,166.55,Male,67,11,,40,1
12022,"Budnk,Cordy ",2,2018-03-09 14:33:00,353.17,Male,64,62,31,,0
12023,Ansley Nann,1,2018-03-09 02:40:00,347.97,Female,28,159,13,,1
12024,"Trevers,Brad ",3,2018-03-09 13:19:00,867.59,Male,42,100,91,,0
12025,Viole Endricci,3,2018-03-09 10:09:00,776.09,Female,30,158,,,1
12026,"Gianasi,Kristian ",1,2018-03-09 00:08:00,185.88,Male,62,92,,,0
12027,"Paulsen,Richy ",4,2018-03-09 01:03:00,820.4,Male,45,80,65,,1
12028,"Wagg,Boone ",4,2018-03-09 19:35:00,667.7,Male,79,67,,92,0
12029,Vicki Grumell,3,2018-03-09 00:30:00,264.8,Female,66,68,10,,0
12030,Sella Debney,1,2018-03-09 04:50:00,649.25,Female,54,82,,,1
12031,"Lucock,Dionisio ",1,2018-03-09 13:44:00,793.56,Male,29,119,85,53,0
